ID,Tablename,Object_ID,Flags,PushID
1465,QUESTOBJECTIVEXEFFECT,42003,0,71923
1466,QUESTOBJECTIVEXEFFECT,42004,0,71923
1467,QUESTOBJECTIVEXEFFECT,42005,0,71923
1468,QUESTOBJECTIVEXEFFECT,42006,0,71923
1469,QUESTOBJECTIVEXEFFECT,42007,0,71923
1470,QUESTOBJECTIVEXEFFECT,42008,0,71923
1471,WORLDEFFECT,21283,0,71923
1472,WORLDEFFECT,21355,0,71923
1473,WORLDEFFECT,21356,0,71923
1474,WORLDEFFECT,21357,0,71923
1475,WORLDEFFECT,21358,0,71923
1476,WORLDEFFECT,21359,0,71923
1477,WORLDEFFECT,21360,0,71923
1478,WORLDEFFECT,21361,0,71923
1479,WORLDEFFECT,21362,0,71923
1480,WORLDEFFECT,21363,0,71923
1481,WORLDEFFECT,21364,0,71923
1482,WORLDEFFECT,21365,0,71923
1483,WORLDEFFECT,21366,0,71923
1484,WORLDEFFECT,21367,0,71923
1485,WORLDEFFECT,21368,0,71923
1486,WORLDEFFECT,21369,0,71923
1487,WORLDEFFECT,21370,0,71923
1488,SPELLAURAOPTIONS,220658,0,71934
1489,SPELLSCRIPT,78266,0,71934
1490,SCHEDULEDWORLDSTATE,9589,0,71940
1491,SCHEDULEDWORLDSTATE,9590,0,71940
1492,SCHEDULEDWORLDSTATE,9591,0,71940
1493,SCHEDULEDWORLDSTATE,9592,0,71940
1494,SCHEDULEDWORLDSTATE,9593,0,71940
1495,SCHEDULEDWORLDSTATE,9594,0,71940
1496,SCHEDULEDWORLDSTATE,9595,0,71940
1497,SCHEDULEDWORLDSTATE,9596,0,71940
1498,SCHEDULEDWORLDSTATEGROUP,1204,0,71940
1499,SPAWNREGION,136208,0,71940
1500,SPAWNREGION,136214,0,71940
1501,SPAWNREGION,136215,0,71940
1502,SPAWNREGION,136411,0,71940
1503,SPAWNREGION,137208,0,71940
1504,SPAWNREGION,137209,0,71940
1505,SPAWNREGION,137210,0,71940
1506,SPAWNREGION,137211,0,71940
1507,SPAWNREGION,137217,0,71940
1508,SPAWNREGION,137218,0,71940
1509,SPAWNREGION,137223,0,71940
1510,SPAWNREGION,137224,0,71940
1511,SPAWNREGION,137259,0,71940
1512,SPAWNREGION,137260,0,71940
1513,SPAWNREGION,137261,0,71940
1514,SPAWNREGION,137262,0,71940
1515,SPELLAURAOPTIONS,220435,0,71950
1516,SPELLMISC,636251,0,71950
1517,CONVERSATION,18292,0,71955
1518,CONVERSATION,18580,0,71955
1519,CONVERSATION,18638,0,71955
1520,CONVERSATION,18644,0,71955
1521,SPELLMISC,652583,0,72014
1522,SPELL,387178,0,72093
1523,SPELLAURAOPTIONS,221133,0,72093
1524,SPELLSCRIPT,77561,0,72093
1525,WORLDSTATEEXPRESSION,37551,0,71936
1526,SPELLSCRIPT,64313,0,72092
1527,AI_GROUPACTION,878371,0,71867
1528,AI_GROUPACTIONSET,939866,0,71867
1529,AI_TRIGGERACTION,180190,0,71867
1530,AI_TRIGGERACTION,180191,0,71867
1531,AI_TRIGGERACTION,180192,0,71867
1532,AI_TRIGGERACTIONSET,61536,0,71867
1533,ANIMKIT,26487,0,71867
1534,ANIMKITSEGMENT,51740,0,71867
1535,AREATRIGGER2DPOLYGON,694,0,71867
1536,AREATRIGGERCREATEPROPERTIES,27379,0,71867
1537,CREATUREDIFFICULTY,216936,0,71867
1538,CREATUREDIFFICULTY,219430,0,71867
1539,CREATUREDIFFICULTY,219437,0,71867
1540,CREATUREDIFFICULTY,224775,0,71867
1541,CREATUREDIFFICULTY,224777,0,71867
1542,CREATUREDIFFICULTY,224779,0,71867
1543,CREATUREDIFFICULTY,226287,0,71867
1544,CREATUREDIFFICULTY,226288,0,71867
1545,CREATUREDIFFICULTY,226938,0,71867
1546,CREATUREDIFFICULTY,226941,0,71867
1547,CREATURESPELLDATA,42170,0,71867
1548,DECALPROPERTIES,530,0,71867
1549,SPELL,398077,0,71867
1550,SPELLCATEGORIES,139163,0,71867
1551,SPELLCATEGORIES,139406,0,71867
1552,SPELLEFFECT,1002433,0,71867
1553,SPELLEFFECT,1003182,0,71867
1554,SPELLEFFECT,1012232,0,71867
1555,SPELLEFFECT,1027140,0,71867
1556,SPELLEFFECT,1027770,0,71867
1557,SPELLEFFECT,1027792,0,71867
1558,SPELLEFFECT,1029503,0,71867
1559,SPELLEFFECT,1029529,0,71867
1560,SPELLEFFECT,1029530,0,71867
1561,SPELLEFFECT,1037172,0,71867
1562,SPELLEFFECT,1037174,0,71867
1563,SPELLEFFECT,1037175,0,71867
1564,SPELLEFFECT,1037176,0,71867
1565,SPELLEFFECT,1037339,0,71867
1566,SPELLEFFECT,1040946,0,71867
1567,SPELLEFFECT,1040969,0,71867
1568,SPELLEFFECT,1040970,0,71867
1569,SPELLEFFECT,1040971,0,71867
1570,SPELLEFFECT,1040978,0,71867
1571,SPELLEFFECT,1040979,0,71867
1572,SPELLEFFECT,1040981,0,71867
1573,SPELLEFFECT,1040982,0,71867
1574,SPELLEFFECT,1040983,0,71867
1575,SPELLEFFECT,1040997,0,71867
1576,SPELLEFFECT,1041016,0,71867
1577,SPELLMISC,634508,0,71867
1578,SPELLMISC,634600,0,71867
1579,SPELLMISC,638964,0,71867
1580,SPELLMISC,651007,0,71867
1581,SPELLMISC,651008,0,71867
1582,SPELLMISC,651009,0,71867
1583,SPELLMISC,654985,0,71867
1584,SPELLMISC,655078,0,71867
1585,SPELLMISC,655081,0,71867
1586,SPELLMISC,656930,0,71867
1587,SPELLMISC,656945,0,71867
1588,SPELLMISC,656971,0,71867
1589,SPELLMISC,656974,0,71867
1590,SPELLSCRIPT,23445,0,71867
1591,SPELLSCRIPT,75032,0,71867
1592,SPELLSCRIPT,75070,0,71867
1593,SPELLSCRIPT,75071,0,71867
1594,SPELLSCRIPT,75341,0,71867
1595,SPELLSCRIPT,75882,0,71867
1596,SPELLSCRIPT,75930,0,71867
1597,SPELLSCRIPT,75934,0,71867
1598,SPELLSCRIPT,78785,0,71867
1599,SPELLSCRIPT,80373,0,71867
1600,SPELLSCRIPT,80401,0,71867
1601,SPELLSCRIPT,80993,0,71867
1602,SPELLSCRIPT,80997,0,71867
1603,SPELLSCRIPTPACKAGE,48929,0,71867
1604,SPELLSCRIPTPACKAGE,48936,0,71867
1605,SPELLSCRIPTPACKAGE,49396,0,71867
1606,SPELLSCRIPTTEXT,21432,0,71867
1607,SPELLSCRIPTTEXT,21433,0,71867
1608,SPELLSCRIPTTEXT,21436,0,71867
1609,SPELLSCRIPTTEXT,21454,0,71867
1610,SPELLSCRIPTTEXT,21455,0,71867
1611,SPELLSCRIPTTEXT,21458,0,71867
1612,SPELLSCRIPTTEXT,21466,0,71867
1613,SPELLSCRIPTTEXT,21471,0,71867
1614,SPELLSCRIPTTEXT,21480,0,71867
1615,SPELLSCRIPTTEXT,21514,0,71867
1616,SPELLSCRIPTTEXT,21522,0,71867
1617,SPELLSCRIPTTEXT,21525,0,71867
1618,SPELLSCRIPTTEXT,21526,0,71867
1619,SPELLSCRIPTTEXT,21527,0,71867
1620,SPELLSCRIPTTEXT,21670,0,71867
1621,SPELLSCRIPTTEXT,21671,0,71867
1622,SPELLSCRIPTTEXT,21681,0,71867
1623,SPELLSCRIPTTEXT,21690,0,71867
1624,SPELLSCRIPTTEXT,21691,0,71867
1625,SPELLSCRIPTTEXT,21730,0,71867
1626,SPELLSCRIPTTEXT,21799,0,71867
1627,SPELLSCRIPTTEXT,21881,0,71867
1628,SPELLSCRIPTTEXT,21886,0,71867
1629,SPELLSCRIPTTEXT,21887,0,71867
1630,SPELLTARGETFILTERRULE,4253,0,71867
1631,SPELLTARGETFILTERRULE,4254,0,71867
1632,SPELLTARGETRESTRICTIONS,312538,0,71867
1633,SPELLTARGETRESTRICTIONS,314757,0,71867
1634,SPELLVISUALEFFECTNAME,40963,0,71867
