ID,FiltRaces,QuestTitle_lang,BulletText_lang,UniqueBitFlag,ConditionID,FiltActiveQuest,FiltClasses,FiltCompletedQuestLogic,FiltMaxFactionID,FiltMaxFactionValue,FiltMinFactionID,FiltMinFactionValue,FiltMinSkillID,FiltMinSkillValue,FiltNonActiveQuest,BreadCrumbID,StartItem,WorldStateExpressionID,QuestInfoID,ContentTuningID,CovenantID,Field_9_0_2_36206_022,Flags[0],Flags[1],Flags[2],FiltCompletedQuest[0],FiltCompletedQuest[1],FiltCompletedQuest[2]
36347,-6184943489809468494,Assault on Socrethar's Rise,,19211,32524,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36348,6130900294268439629,Assault on Socrethar's Rise,,19212,32524,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36383,6130900294268439629,Assault on the Pit,,17482,38227,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36473,-1,Affliction Ridge,,17561,27805,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,3,34144256,0,0,0,0,0
36476,-1,South Gronn Canyon,,17565,27805,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,3,34144256,0,0,0,0,0
36480,-1,Valley of Destruction,,17569,31135,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,3,34144256,0,0,0,0,0
36489,-6184943489809468494,Assault on the Pit,,17482,38227,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36490,6130900294268439629,Assault on Pillars of Fate,,19213,32528,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36491,-6184943489809468494,Assault on Pillars of Fate,,19218,32528,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36500,-1,The Razorbloom,,17582,27803,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,3,38338560,0,0,0,0,0
36504,-1,Evermorn Springs,,17599,27803,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,3,34144256,0,0,0,0,0
36520,-1,Tailthrasher Basin,,17596,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,3,34144256,0,0,0,0,0
36563,-1,Mistcreep Mire,,17619,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,3,34144256,0,0,0,0,0
36564,-1,Tangleheart,,17620,27803,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,3,34144256,0,0,0,0,0
36566,-1,Stonemaul Arena,,17622,27805,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,3,34144256,0,0,0,0,0
36571,-1,Iyun Weald,,18072,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,3,34144256,0,0,0,0,0
36590,-1,The Howling Crag,,17646,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,67,0,3,34144256,0,0,0,0,0
36603,-1,Brimstone Springs,,17653,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,65,0,3,34144256,0,0,0,0,0
36660,-1,Bloodmane Pridelands,,17698,29048,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,67,0,3,34144256,0,0,0,0,0
36792,-1,Bladefist Hold,,17794,29095,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,67,0,3,34144256,0,0,0,0,0
36807,-6184943489809468494,Assault on the Heart of Shattrath,,19215,38228,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36808,6130900294268439629,Assault on Shattrath Harbor,,19216,32529,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36809,6130900294268439629,Assault on the Heart of Shattrath,,19217,38228,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36811,-1,Retake Faronaar,,17804,39583,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,331,0,3,570490888,0,0,36920,40815,0
36814,-6184943489809468494,Assault on the Everbloom Wilds,,19209,32516,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,0,0,0,0
36815,6130900294268439629,Assault on the Everbloom Wilds,,19210,32516,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,0,0,0,0
36816,6130900294268439629,Assault on the Broken Precipice,,17808,32522,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36817,-6184943489809468494,Assault on the Broken Precipice,,17809,32522,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36818,6130900294268439629,Assault on Mok'gol Watchpost,,17810,32523,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36819,-6184943489809468494,Assault on Mok'gol Watchpost,,17811,32523,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36820,6130900294268439629,Assault on the Gorian Proving Grounds,,18451,31356,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
36821,-6184943489809468494,Assault on the Gorian Proving Grounds,,18452,31356,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,41484288,532480,8,0,0,0
36822,6130900294268439629,Assault on the Iron Siegeworks,,19208,32515,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,0,0,0,0
36823,-6184943489809468494,Assault on the Iron Siegeworks,,19207,32515,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36826,6130900294268439629,Assault on Magnarok,,17817,32520,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36827,-6184943489809468494,Assault on Magnarok,,17842,32520,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36860,-1,Assault on Lost Veil Anzu,,17848,32527,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
36868,-6184943489809468494,Battle in Ashran,,17850,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,949,0,3,37294080,0,8,36548,36666,0
36869,-6184943489809468494,Battle in Ashran,,17850,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,949,0,3,37294080,0,8,36536,36666,0
37280,-1,Snarlpaw Ledge,,18209,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,68,0,3,34144256,0,0,0,0,0
37421,-1,Kuuro's Claim,,18332,30845,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,66,0,3,34144256,0,0,0,0,0
37422,-1,Zangarra,,18333,30846,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,66,0,3,34144256,0,0,0,0,0
37466,-1,The Broken Academy,,18937,32683,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,990,0,3,34144256,2,32768,0,0,0
37495,-1,Plunder the Cove,,18385,39582,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,331,0,3,34144256,0,0,37538,0,0
37585,6130900294268439629,Assault on the Iron Siegeworks,,18448,31290,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
37622,-6184943489809468494,Assault on the Iron Siegeworks,,18447,31290,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
37623,6130900294268439629,Assault on Stonefury Cliffs,,18446,31355,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,41484288,524288,8,0,0,0
37624,-6184943489809468494,Assault on Stonefury Cliffs,,18444,31355,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,41484288,524288,8,0,0,0
37625,6130900294268439629,Assault on Magnarok,,18445,31354,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
37626,-6184943489809468494,Assault on Magnarok,,18443,31354,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
37627,6130900294268439629,Assault on the Broken Precipice,,18449,31357,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
37628,-6184943489809468494,Assault on the Broken Precipice,,18450,31357,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
37629,6130900294268439629,Assault on Mok'gol Watchpost,,18453,31385,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
37630,-6184943489809468494,Assault on Mok'gol Watchpost,,18454,31385,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
37631,6130900294268439629,Assault on Socrethar's Rise,,18455,31358,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
37632,-6184943489809468494,Assault on Socrethar's Rise,,18456,31358,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
37633,6130900294268439629,Assault on Darktide Roost,,18457,31359,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
37634,-6184943489809468494,Assault on Darktide Roost,,18458,31359,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
37635,6130900294268439629,Assault on Shattrath Harbor,,18459,31360,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
37636,-6184943489809468494,Assault on Shattrath Harbor,,18460,31360,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
37749,-1,Trials of Khadgar: Iron Maidens,,18535,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,34177024,0,32768,0,0,0
37779,-1,Tip the Scales,,18565,32683,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,990,0,3,34144256,0,32768,0,0,0
37865,-6184943489809468494,Assault on Ironhold Harbor,,18652,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,37946,36666,0
37866,6130900294268439629,Assault on Ironhold Harbor,,18654,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,37886,36666,0
37921,6130900294268439629,Clearing the Docks,,18697,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,0,38253,0,0
37938,6130900294268439629,Assault on the Ruins of Kra'nak,,18716,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,37939,36666,0
37963,-1,Those Beyond Redemption,,18737,65868,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,331,0,3,34144256,0,32768,0,0,0
37965,-1,A Tainted Vintage,,18744,49271,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,990,0,3,34144256,0,32768,0,0,0
37966,6130900294268439629,Assault on the Temple of Sha'naar,,18740,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,37967,36666,0
37970,-6184943489809468494,Assault on the Fel Forge,,19110,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,4,8,38437,36666,0
38009,-6184943489809468494,Assault on the Ruins of Kra'nak,,18716,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,38010,36666,0
38020,-6184943489809468494,Assault on the Temple of Sha'naar,,18740,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,38021,36666,0
38040,-6184943489809468494,Bleeding the Bleeding Hollow,,18801,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,38041,36666,0
38043,6130900294268439629,Bleeding the Bleeding Hollow,,18804,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,38042,36666,0
38051,6130900294268439629,Battle At The Iron Front,,18816,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,38039,36666,0
38054,-6184943489809468494,Battle At The Iron Front,,18817,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,38038,36666,0
38204,6130900294268439629,Assault on the Gorian Proving Grounds,,19251,32530,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
38205,-6184943489809468494,Assault on the Gorian Proving Grounds,,19250,32530,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,41484288,532480,8,0,0,0
38343,-1,Raze Hel,,19006,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,334,0,3,38338560,8192,32768,38818,0,0
38372,-1,Wretched Sisters,,19044,65870,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,990,0,3,34144256,0,32768,0,0,0
38374,-1,Assault the Drekirjar,,19077,33048,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,334,0,3,38338560,8192,32768,0,0,0
38409,-1,Test Bonus Objective,,19083,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,949,0,3,38338560,139264,32768,0,0,0
38439,6130900294268439629,Assault on the Fel Forge,,19114,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,4,8,38438,36666,0
38442,-1,A Worthy Challenger,,19117,35357,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,334,0,3,38338560,8192,0,0,0,0
38569,-6184943489809468494,Clearing the Docks,,18697,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,0,0,38567,0,0
38587,6130900294268439629,Assault on the Throne of Kil'jaeden,,19269,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,4,8,38583,36666,0
38588,-6184943489809468494,Assault on the Throne of Kil'jaeden,,19270,0,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,4,8,38584,36666,0
38708,-1,Purge the River,,19388,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,949,0,3,34144256,0,32768,0,0,0
38716,-1,Black Rook Hold,,19397,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,332,0,3,34144256,0,32768,38718,0,0
38748,-1,Ruins of Shala'nir,,19435,45636,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,332,0,3,34144256,0,32768,38684,0,0
38842,-1,Faerie Fracas,,19533,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,990,0,3,34144256,0,32768,0,0,0
38865,-6184943489809468494,Battle At The Iron Front,,19560,33454,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
38866,6130900294268439629,Battle At The Iron Front,,19560,33454,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
38868,6130900294268439629,Assault on the Ruins of Kra'nak,,19563,33455,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
38869,-6184943489809468494,Assault on the Ruins of Kra'nak,,19563,33455,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
38870,6130900294268439629,Bleeding the Bleeding Hollow,,19564,33456,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
38871,-6184943489809468494,Bleeding the Bleeding Hollow,,19564,33456,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,524288,8,0,0,0
38876,-6184943489809468494,Assault on the Fel Forge,,19570,33459,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,4,8,0,0,0
38877,6130900294268439629,Assault on the Fel Forge,,19570,33459,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37289984,4,8,0,0,0
38939,-1,Assault on Skold-Ashil,,19630,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,334,0,3,38338560,8192,32768,39154,0,0
39029,-1,Defend The Temple,,19736,65872,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,332,0,3,34144256,0,32768,38641,0,0
39119,-1,Assault on Skold-Ashil,,19830,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,334,0,3,38338560,8192,32768,39062,0,0
39274,-1,Defend the Riverlands,,19932,74379,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,333,0,3,34144256,0,32768,39496,0,0
39279,-1,Assault on Mardum,,19936,38205,0,2048,0,0,0,0,0,0,0,0,0,0,0,0,699,0,3,34144512,0,32768,0,0,0
39317,-1,Siege of Crawliac,,19968,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,333,0,3,34144256,0,32768,38913,0,0
39371,-1,Witches of the Sky,,20018,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,990,0,3,34144256,0,32768,0,0,0
39393,-1,Moonclaw Vale,,20045,39500,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,332,0,3,34144256,0,0,38382,0,0
39424,-1,Everything!,,20069,47899,0,-1,0,0,0,0,0,0,0,0,0,0,18685,109,347,0,3,41484544,0,0,0,0,0
39441,6130900294268439629,Bleeding the Bleeding Hollow,,20103,34867,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
39442,-6184943489809468494,Bleeding the Bleeding Hollow,,20107,34868,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
39443,6130900294268439629,Battle At The Iron Front,,20097,34872,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
39444,-6184943489809468494,Battle At The Iron Front,,20098,34871,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
39445,6130900294268439629,Assault on the Fel Forge,,20105,34879,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,4,8,0,0,0
39446,-6184943489809468494,Assault on the Fel Forge,,20099,34876,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,4,8,0,0,0
39447,6130900294268439629,Assault on the Ruins of Kra'nak,,20095,34873,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
39448,-6184943489809468494,Assault on the Ruins of Kra'nak,,20101,34874,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
39449,6130900294268439629,Assault on the Temple of Sha'naar,,20096,34878,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
39450,-6184943489809468494,Assault on the Temple of Sha'naar,,20100,34875,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
39451,6130900294268439629,Assault on Ironhold Harbor,,20094,34869,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
39452,-6184943489809468494,Assault on Ironhold Harbor,,20102,34870,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,524288,8,0,0,0
39453,6130900294268439629,Assault on the Throne of Kil'jaeden,,20104,34880,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,4,8,0,0,0
39454,-6184943489809468494,Assault on the Throne of Kil'jaeden,,20106,34877,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,816,0,3,37294080,4,8,0,0,0
39462,-1,Primal Payback,,21861,47899,0,-1,0,0,0,0,0,0,0,0,0,0,18333,109,347,0,3,34144512,0,0,0,0,0
39576,-1,Echoes of Deathwing,,20221,74379,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,333,0,3,34144256,0,32768,39575,0,0
39742,-1,Vault of the Wardens,,20386,0,0,2048,0,0,0,0,0,0,0,0,0,0,0,0,699,0,3,34144512,0,32768,38672,0,0
39998,-1,Drive Back the Tideskorn,,20684,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,334,0,3,38338560,8192,32768,40002,0,0
40050,-1,Shipwreck Cove,,20743,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,990,0,3,34144256,0,32768,0,0,0
40111,-1,Rout the Bilgefin Invaders,,20797,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,990,0,3,38338560,8192,32768,0,0,0
40121,-1,Ley Line Influences,,20805,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,335,0,3,34144256,0,32768,0,0,0
40226,-1,Remnants of the Sashj'tar,,20943,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,347,0,3,34144256,0,32768,41000,0,0
40277,-1,Fight Night: Tiffany Nelson,,21007,38948,0,-1,0,0,0,0,0,0,0,0,0,0,19014,115,347,0,3,3735808,0,0,0,0,0
40278,-1,My Beasts's Bidding,,21008,48602,0,-1,0,0,0,0,0,0,0,0,0,0,19170,115,347,0,3,3735808,0,0,0,0,0
40279,-1,Training with Durian,,21009,48602,0,-1,0,0,0,0,0,0,0,0,0,0,18992,115,347,0,3,3735808,0,0,0,0,0
40280,-1,Training with Bredda,,21010,48602,0,-1,0,0,0,0,0,0,0,0,0,0,18758,115,347,0,3,3735808,0,0,0,0,0
40282,-1,"Tiny Poacher, Tiny Animals",,21013,48602,0,-1,0,0,0,0,0,0,0,0,0,0,18844,115,347,0,3,3735808,0,0,0,0,0
40298,-1,Fight Night: Sir Galveston,,21031,38948,0,-1,0,0,0,0,0,0,0,0,0,0,19015,115,347,0,3,3735808,0,0,0,0,0
40299,-1,Fight Night: Bodhi Sunwayver,,21032,38948,0,-1,0,0,0,0,0,0,0,0,0,0,19016,115,347,0,3,3735808,0,0,0,0,0
40316,-1,The Screeching Crag,,21055,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,990,0,3,37289984,0,32768,0,0,0
40337,-1,Flummoxed,,21090,38948,0,-1,0,0,0,0,0,0,0,0,0,0,19220,115,347,0,3,3735808,0,0,0,0,0
40390,-1,Hallowed Ground,,21145,47602,0,2,0,0,0,0,0,0,0,0,0,0,21313,135,347,0,3,37290240,0,0,0,0,0
40850,-1,Prisoners of Greystone,,21692,47899,0,-1,0,0,0,0,0,0,0,0,0,0,18835,109,347,0,3,37290240,0,0,0,0,0
40895,-1,The Haunted Mire,,21746,47899,0,-1,0,0,0,0,0,0,0,0,0,0,18254,109,347,0,3,34144512,0,0,0,0,0
40896,-1,Threnody of Chieftains,,21747,47899,0,-1,0,0,0,0,0,0,0,0,0,0,18259,109,347,0,3,37290240,0,0,0,0,0
40920,-1,Stonebinder Bounty,,26247,47899,0,-1,0,0,0,0,0,0,0,0,0,0,18828,109,347,0,3,37290240,0,0,39027,0,0
40925,-1,Bitestone Burglary,,21791,47899,0,-1,0,0,0,0,0,0,0,0,0,0,18834,109,347,0,3,41484544,8192,0,39027,0,0
40951,-1,Bitestone Bazaar,,21829,47899,0,-1,0,0,0,0,0,0,0,0,0,0,18829,109,347,0,3,41484544,8192,0,39027,0,0
