ID,DeclinedWord,CaseIndex,DeclinedWordID
2733060,благовонному углю,2,396954
2733061,благовонный уголь,3,396954
2733062,благовонным углем,4,396954
2733063,благовонном угле,5,396954
2733064,бледного черпанцирника,1,396955
2733065,бледному черпанцирнику,2,396955
2733066,бледного черпанцирника,3,396955
2733067,бледным черпанцирником,4,396955
2733068,бледном черпанцирнике,5,396955
2733069,Блейза,1,396956
2733070,Блейзу,2,396956
2733071,Блейза,3,396956
2733072,Блейзом,4,396956
2733073,Блейзе,5,396956
2733074,блескопанцирного слизевателя,1,396957
2733075,блескопанцирному слизевателю,2,396957
2733076,блескопанцирного слизевателя,3,396957
2733077,блескопанцирным слизевателем,4,396957
2733078,блескопанцирном слизевателе,5,396957
2733079,блескуна из глубин,1,396958
2733080,блескуну из глубин,2,396958
2733081,блескуна из глубин,3,396958
2733082,блескуном из глубин,4,396958
2733083,блескуне из глубин,5,396958
2733084,блестянки-скрытня,1,396959
2733085,блестянке-скрытню,2,396959
2733086,блестянку-скрытня,3,396959
2733087,блестянкой-скрытнем,4,396959
2733088,блестянке-скрытне,5,396959
2733089,блока Броногга,1,396960
2733090,блоку Броногга,2,396960
2733091,блок Броногга,3,396960
2733092,блоком Броногга,4,396960
2733093,блоке Броногга,5,396960
2733094,Блохи,1,396961
2733095,Блохе,2,396961
2733096,Блоху,3,396961
2733097,Блохой,4,396961
2733098,Блохе,5,396961
2733099,блуждающей лавы,1,396962
2733100,блуждающей лаве,2,396962
2733101,блуждающую лаву,3,396962
2733102,блуждающей лавой,4,396962
2733103,блуждающей лаве,5,396962
2733104,блуждающей улитки,1,396963
2733105,блуждающей улитке,2,396963
2733106,блуждающую улитку,3,396963
2733107,блуждающей улиткой,4,396963
2733108,блуждающей улитке,5,396963
2733109,блуждающих осколков,1,396964
2733110,блуждающим осколкам,2,396964
2733111,блуждающие осколки,3,396964
2733112,блуждающими осколками,4,396964
2733113,блуждающих осколках,5,396964
2733114,боевого командира Игнакса,1,396965
2733115,боевому командиру Игнаксу,2,396965
2733116,боевого командира Игнакса,3,396965
2733117,боевым командиром Игнаксом,4,396965
2733118,боевом командире Игнаксе,5,396965
2733119,бойца 1/1,1,396966
2733120,бойцу 1/1,2,396966
2733121,бойца 1/1,3,396966
2733122,бойцом 1/1,4,396966
2733123,бойце 1/1,5,396966
2733124,бойца из клана Далекой Чешуи,1,396967
2733125,бойцу из клана Далекой Чешуи,2,396967
2733126,бойца из клана Далекой Чешуи,3,396967
2733127,бойцом из клана Далекой Чешуи,4,396967
2733128,бойце из клана Далекой Чешуи,5,396967
2733129,Боллота,1,396968
2733130,Боллоту,2,396968
2733131,Боллота,3,396968
2733132,Боллотом,4,396968
2733133,Боллоте,5,396968
2733134,болтливой покупательницы,1,396969
2733135,болтливой покупательнице,2,396969
2733136,болтливую покупательницу,3,396969
2733137,болтливой покупательницей,4,396969
2733138,болтливой покупательнице,5,396969
2733139,болтливого покупателя,1,396970
2733140,болтливому покупателю,2,396970
2733141,болтливого покупателя,3,396970
2733142,болтливым покупателем,4,396970
2733143,болтливом покупателе,5,396970
2733144,Большого Склизя,1,396971
2733145,Большому Склизю,2,396971
2733146,Большого Склизя,3,396971
2733147,Большим Склизем,4,396971
2733148,Большом Склизе,5,396971
2733149,большого упавшего валуна,1,396972
2733150,большому упавшему валуну,2,396972
2733151,большой упавший валун,3,396972
2733152,большим упавшим валуном,4,396972
2733153,большом упавшем валуне,5,396972
2733154,бомбы Бездны,1,396973
2733155,бомбе Бездны,2,396973
2733156,бомбу Бездны,3,396973
2733157,бомбой Бездны,4,396973
2733158,бомбе Бездны,5,396973
2733159,Борагга,1,396974
2733160,Бораггу,2,396974
2733161,Борагга,3,396974
2733162,Бораггом,4,396974
2733163,Борагге,5,396974
2733164,борца с заражением,1,396975
2733165,борцу с заражением,2,396975
2733166,борца с заражением,3,396975
2733167,борцом с заражением,4,396975
2733168,борце с заражением,5,396975
2733169,Бри Брайтли,1,396976
2733170,Бри Брайтли,2,396976
2733171,Бри Брайтли,3,396976
2733172,Бри Брайтли,4,396976
2733173,Бри Брайтли,5,396976
2733174,Бриггуль,1,396977
2733175,Бриггуль,2,396977
2733176,Бриггуль,3,396977
2733177,Бриггуль,4,396977
2733178,Бриггуль,5,396977
2733179,Бриллиантовой Раковинки,1,396978
2733180,Бриллиантовой Раковинке,2,396978
2733181,Бриллиантовую Раковинку,3,396978
2733182,Бриллиантовой Раковинкой,4,396978
2733183,Бриллиантовой Раковинке,5,396978
2733184,Бринсача,1,396979
2733185,Бринсачу,2,396979
2733186,Бринсача,3,396979
2733187,Бринсачем,4,396979
2733188,Бринсаче,5,396979
2733189,Брогга Зверя,1,396980
2733190,Броггу Зверю,2,396980
2733191,Брогга Зверя,3,396980
2733192,Броггом Зверем,4,396980
2733193,Брогге Звере,5,396980
2733194,Бродяжки,1,396981
2733195,Бродяжке,2,396981
2733196,Бродяжку,3,396981
2733197,Бродяжкой,4,396981
2733198,Бродяжке,5,396981
2733199,бронекожей саламандры,1,396982
2733200,бронекожей саламандре,2,396982
2733201,бронекожую саламандру,3,396982
2733202,бронекожей саламандрой,4,396982
2733203,бронекожей саламандре,5,396982
2733204,бронзовой последовательницы,1,396983
2733205,бронзовой последовательнице,2,396983
2733206,бронзовую последовательницу,3,396983
2733207,бронзовой последовательницей,4,396983
2733208,бронзовой последовательнице,5,396983
2733209,бронзового помощника,1,396984
2733210,бронзовому помощнику,2,396984
2733211,бронзового помощника,3,396984
2733212,бронзовым помощником,4,396984
2733213,бронзовом помощнике,5,396984
2733214,бронзового последователя,1,396985
2733215,бронзовому последователю,2,396985
2733216,бронзового последователя,3,396985
2733217,бронзовым последователем,4,396985
2733218,бронзовом последователе,5,396985
2733219,бронзового рогоплавчика,1,396986
2733220,бронзовому рогоплавчику,2,396986
2733221,бронзового рогоплавчика,3,396986
2733222,бронзовым рогоплавчиком,4,396986
2733223,бронзовом рогоплавчике,5,396986
2733224,Броногга Хулигана,1,396987
2733225,Броноггу Хулигану,2,396987
2733226,Броногга Хулигана,3,396987
2733227,Броноггом Хулиганом,4,396987
2733228,Броногге Хулигане,5,396987
2733229,брула,1,396988
2733230,брулу,2,396988
2733231,брула,3,396988
2733232,брулом,4,396988
2733233,бруле,5,396988
2733234,брула-атлета,1,396989
2733235,брулу-атлету,2,396989
2733236,брула-атлета,3,396989
2733237,брулом-атлетом,4,396989
2733238,бруле-атлете,5,396989
2733239,Брул'дана,1,396990
2733240,Брул'дану,2,396990
2733241,Брул'дана,3,396990
2733242,Брул'даном,4,396990
2733243,Брул'дане,5,396990
2733244,Брулло Мощного,1,396991
2733245,Брулло Мощному,2,396991
2733246,Брулло Мощного,3,396991
2733247,Брулло Мощным,4,396991
2733248,Брулло Мощном,5,396991
2733249,Брэм,1,396992
2733250,Брэм,2,396992
2733251,Брэм,3,396992
2733252,Брэм,4,396992
2733253,Брэм,5,396992
2733254,Брюли,1,396993
2733255,Брюли,2,396993
2733256,Брюли,3,396993
2733257,Брюли,4,396993
2733258,Брюли,5,396993
2733259,Бульбуль,1,396994
2733260,Бульбуль,2,396994
2733261,Бульбуль,3,396994
2733262,Бульбуль,4,396994
2733263,Бульбуль,5,396994
2733264,бурлящего пламени,1,396995
2733265,бурлящему пламени,2,396995
2733266,бурлящее пламя,3,396995
2733267,бурлящим пламенем,4,396995
2733268,бурлящем пламени,5,396995
2733269,бурлящего осадка,1,396996
2733270,бурлящему осадку,2,396996
2733271,бурлящий осадок,3,396996
2733272,бурлящим осадком,4,396996
2733273,бурлящем осадке,5,396996
2733274,бури лавы,1,396997
2733275,буре лавы,2,396997
2733276,бурю лавы,3,396997
2733277,бурей лавы,4,396997
2733278,буре лавы,5,396997
2733279,бутылей,1,396998
2733280,бутылям,2,396998
2733281,бутыли,3,396998
2733282,бутылями,4,396998
2733283,бутылях,5,396998
2733284,бушующего пламени Тьмы,1,396999
2733285,бушующему пламени Тьмы,2,396999
2733286,бушующее пламя Тьмы,3,396999
2733287,бушующим пламенем Тьмы,4,396999
2733288,бушующем пламени Тьмы,5,396999
2733289,буяна из Пламени,1,397000
2733290,буяну из Пламени,2,397000
2733291,буяна из Пламени,3,397000
2733292,буяном из Пламени,4,397000
2733293,буяне из Пламени,5,397000
2733294,буяна из Расколотого Пламени,1,397001
2733295,буяну из Расколотого Пламени,2,397001
2733296,буяна из Расколотого Пламени,3,397001
2733297,буяном из Расколотого Пламени,4,397001
2733298,буяне из Расколотого Пламени,5,397001
2733299,бывшего Аспекта синих драконов,1,397002
2733300,бывшему Аспекту синих драконов,2,397002
2733301,бывшего Аспекта синих драконов,3,397002
2733302,бывшим Аспектом синих драконов,4,397002
2733303,бывшем Аспекте синих драконов,5,397002
2733304,бывшего почетного профессора Алгет'ара,1,397003
2733305,бывшему почетному профессору Алгет'ара,2,397003
2733306,бывшего почетного профессора Алгет'ара,3,397003
2733307,бывшим почетным профессором Алгет'ара,4,397003
2733308,бывшем почетном профессоре Алгет'ара,5,397003
2733309,бывшего чемпиона по дрогбоксу,1,397004
2733310,бывшему чемпиону по дрогбоксу,2,397004
2733311,бывшего чемпиона по дрогбоксу,3,397004
2733312,бывшим чемпионом по дрогбоксу,4,397004
2733313,бывшем чемпионе по дрогбоксу,5,397004
2733314,вазы титанов,1,397005
2733315,вазе титанов,2,397005
2733316,вазу титанов,3,397005
2733317,вазой титанов,4,397005
2733318,вазе титанов,5,397005
2733319,Вакана,1,397006
2733320,Вакану,2,397006
2733321,Вакана,3,397006
2733322,Ваканом,4,397006
2733323,Вакане,5,397006
2733324,Ванндуала,1,397007
2733325,Ванндуалу,2,397007
2733326,Ванндуала,3,397007
2733327,Ванндуалом,4,397007
2733328,Ванндуале,5,397007
2733329,Васкарн,1,397008
2733330,Васкарн,2,397008
2733331,Васкарн,3,397008
2733332,Васкарн,4,397008
2733333,Васкарн,5,397008
2733334,ваятеля гор Лорака,1,397009
2733335,ваятелю гор Лораку,2,397009
2733336,ваятеля гор Лорака,3,397009
2733337,ваятелем гор Лораком,4,397009
2733338,ваятеле гор Лораке,5,397009
2733339,ведьмы из клана Далекой Чешуи,1,397010
2733340,ведьме из клана Далекой Чешуи,2,397010
2733341,ведьму из клана Далекой Чешуи,3,397010
2733342,ведьмой из клана Далекой Чешуи,4,397010
2733343,ведьме из клана Далекой Чешуи,5,397010
2733344,везучего утенка,1,397011
2733345,везучему утенку,2,397011
2733346,везучего утенка,3,397011
2733347,везучим утенком,4,397011
2733348,везучем утенке,5,397011
2733349,векторной черепахи,1,397012
2733350,векторной черепахе,2,397012
2733351,векторную черепаху,3,397012
2733352,векторной черепахой,4,397012
2733353,векторной черепахе,5,397012
2733354,великой Дочери-червя,1,397013
2733355,великой Дочери-червю,2,397013
2733356,великую Дочь-червя,3,397013
2733357,великой Дочерью-червем,4,397013
2733358,великой Дочери-черве,5,397013
2733359,великого менялы,1,397014
2733360,великому меняле,2,397014
2733361,великого менялу,3,397014
2733362,великим менялой,4,397014
2733363,великом меняле,5,397014
2733364,верховной призывательницы Вахуны,1,397015
2733365,верховной призывательнице Вахуне,2,397015
2733366,верховную призывательницу Вахуну,3,397015
2733367,верховной призывательницей Вахуной,4,397015
2733368,верховной призывательнице Вахуне,5,397015
2733369,верховной провидицы Джаталь,1,397016
2733370,верховной провидице Джаталь,2,397016
2733371,верховную провидицу Джаталь,3,397016
2733372,верховной провидицей Джаталь,4,397016
2733373,верховной провидице Джаталь,5,397016
2733374,ветров Крутогорья,1,397017
2733375,ветрам Крутогорья,2,397017
2733376,ветра Крутогорья,3,397017
2733377,ветрами Крутогорья,4,397017
2733378,ветрах Крутогорья,5,397017
2733379,Вечной Вони,1,397018
2733380,Вечной Вони,2,397018
2733381,Вечную Вонь,3,397018
2733382,Вечной Вонью,4,397018
2733383,Вечной Вони,5,397018
2733384,Вечного Пожара,1,397019
2733385,Вечному Пожару,2,397019
2733386,Вечный Пожар,3,397019
2733387,Вечным Пожаром,4,397019
2733388,Вечном Пожаре,5,397019
2733389,взбудораженных кристаллов,1,397020
2733390,взбудораженным кристаллам,2,397020
2733391,взбудораженные кристаллы,3,397020
2733392,взбудораженными кристаллами,4,397020
2733393,взбудораженных кристаллах,5,397020
2733394,Взора Нелтариона,1,397021
2733395,Взору Нелтариона,2,397021
2733396,Взор Нелтариона,3,397021
2733397,Взором Нелтариона,4,397021
2733398,Взоре Нелтариона,5,397021
2733399,Взор Нелтариона подвергается,8,397021
2733400,во Взор Нелтариона,9,397021
2733401,во Взоре Нелтариона,10,397021
2733402,Виридии,1,397022
2733403,Виридии,2,397022
2733404,Виридию,3,397022
2733405,Виридией,4,397022
2733406,Виридии,5,397022
2733407,вице-лорда воинов стихий,1,397023
2733408,вице-лорду воинов стихий,2,397023
2733409,вице-лорда воинов стихий,3,397023
2733410,вице-лордом воинов стихий,4,397023
2733411,вице-лорде воинов стихий,5,397023
2733412,вкусного гриба,1,397024
2733413,вкусному грибу,2,397024
2733414,вкусный гриб,3,397024
2733415,вкусным грибом,4,397024
2733416,вкусном грибе,5,397024
2733417,владыки клинка из Пламени,1,397025
2733418,владыке клинка из Пламени,2,397025
2733419,владыку клинка из Пламени,3,397025
2733420,владыкой клинка из Пламени,4,397025
2733421,владыке клинка из Пламени,5,397025
2733422,вождя Кагни,1,397026
2733423,вождю Кагни,2,397026
2733424,вождя Кагни,3,397026
2733425,вождем Кагни,4,397026
2733426,вожде Кагни,5,397026
2733427,возрожденного птенца,1,397027
2733428,возрожденному птенцу,2,397027
2733429,возрожденного птенца,3,397027
2733430,возрожденным птенцом,4,397027
2733431,возрожденном птенце,5,397027
2733432,воина стихий – ледовея,1,397028
2733433,воину стихий – ледовею,2,397028
2733434,воина стихий – ледовея,3,397028
2733435,воином стихий – ледовеем,4,397028
2733436,воине стихий – ледовее,5,397028
2733437,воина стихий – ледовеи,1,397029
2733438,воину стихий – ледовее,2,397029
2733439,воина стихий – ледовею,3,397029
2733440,воином стихий – ледовеей,4,397029
2733441,воине стихий – ледовее,5,397029
2733442,воина стихий пламени Тьмы,1,397030
2733443,воину стихий пламени Тьмы,2,397030
2733444,воина стихий пламени Тьмы,3,397030
2733445,воином стихий пламени Тьмы,4,397030
2733446,воине стихий пламени Тьмы,5,397030
2733447,воина-измельчителя,1,397031
2733448,воину-измельчителю,2,397031
2733449,воина-измельчителя,3,397031
2733450,воином-измельчителем,4,397031
2733451,воине-измельчителе,5,397031
2733452,воина-измельчительницы,1,397032
2733453,воину-измельчительнице,2,397032
2733454,воина-измельчительницу,3,397032
2733455,воином-измельчительницей,4,397032
2733456,воине-измельчительнице,5,397032
2733457,воинственной чародейки,1,397033
2733458,воинственной чародейке,2,397033
2733459,воинственную чародейку,3,397033
2733460,воинственной чародейкой,4,397033
2733461,воинственной чародейке,5,397033
2733462,воинственного драктира,1,397034
2733463,воинственному драктиру,2,397034
2733464,воинственного драктира,3,397034
2733465,воинственным драктиром,4,397034
2733466,воинственном драктире,5,397034
2733467,воинственного стража земли,1,397035
2733468,воинственному стражу земли,2,397035
2733469,воинственного стража земли,3,397035
2733470,воинственным стражем земли,4,397035
2733471,воинственном страже земли,5,397035
2733472,воинственного чародея,1,397036
2733473,воинственному чародею,2,397036
2733474,воинственного чародея,3,397036
2733475,воинственным чародеем,4,397036
2733476,воинственном чародее,5,397036
2733477,воительницы из Черного Когтя,1,397037
2733478,воительнице из Черного Когтя,2,397037
2733479,воительницу из Черного Когтя,3,397037
2733480,воительницей из Черного Когтя,4,397037
2733481,воительнице из Черного Когтя,5,397037
2733482,ВОКС,1,397038
2733483,ВОКС,2,397038
2733484,ВОКС,3,397038
2733485,ВОКС,4,397038
2733486,ВОКС,5,397038
2733487,воодушевленной болельщицы,1,397039
2733488,воодушевленной болельщице,2,397039
2733489,воодушевленную болельщицу,3,397039
2733490,воодушевленной болельщицей,4,397039
2733491,воодушевленной болельщице,5,397039
2733492,воодушевленного болельщика,1,397040
2733493,воодушевленному болельщику,2,397040
2733494,воодушевленного болельщика,3,397040
2733495,воодушевленным болельщиком,4,397040
2733496,воодушевленном болельщике,5,397040
2733497,воплощения энтропии,1,397041
2733498,воплощению энтропии,2,397041
2733499,воплощение энтропии,3,397041
2733500,воплощением энтропии,4,397041
2733501,воплощении энтропии,5,397041
2733502,воплощенного гравия,1,397042
2733503,воплощенному гравию,2,397042
2733504,воплощенный гравий,3,397042
2733505,воплощенным гравием,4,397042
2733506,воплощенном гравии,5,397042
2733507,воплощенного огня,1,397043
2733508,воплощенному огню,2,397043
2733509,воплощенный огонь,3,397043
2733510,воплощенным огнем,4,397043
2733511,воплощенном огне,5,397043
2733512,вороватой каменной мыши,1,397044
2733513,вороватой каменной мыши,2,397044
2733514,вороватую каменную мышь,3,397044
2733515,вороватой каменной мышью,4,397044
2733516,вороватой каменной мыши,5,397044
2733517,воронки пламени Тьмы,1,397045
2733518,воронке пламени Тьмы,2,397045
2733519,воронку пламени Тьмы,3,397045
2733520,воронкой пламени Тьмы,4,397045
2733521,воронке пламени Тьмы,5,397045
2733522,ворующего червя,1,397046
