ID,DeclinedWord,CaseIndex,DeclinedWordID
2668617,археолог экспедиции,6,385909
2668618,ассистентки академии,1,385910
2668619,ассистентке академии,2,385910
2668620,ассистентку академии,3,385910
2668621,ассистенткой академии,4,385910
2668622,ассистентке академии,5,385910
2668623,ассистентка академии,6,385910
2668624,астрального служителя,1,385911
2668625,астральному служителю,2,385911
2668626,астрального служителя,3,385911
2668627,астральным служителем,4,385911
2668628,астральном служителе,5,385911
2668629,астральный служитель,6,385911
2668630,Аттика Белле,1,385912
2668631,Аттику Белле,2,385912
2668632,Аттика Белле,3,385912
2668633,Аттиком Белле,4,385912
2668634,Аттике Белле,5,385912
2668635,Аттик Белле,6,385912
2668636,аукциониста Антикдорми,1,385913
2668637,аукционисту Антикдорми,2,385913
2668638,аукциониста Антикдорми,3,385913
2668639,аукционистом Антикдорми,4,385913
2668640,аукционисте Антикдорми,5,385913
2668641,аукционист Антикдорми,6,385913
2668642,аукциониста Импориго,1,385914
2668643,аукционисту Импориго,2,385914
2668644,аукциониста Импориго,3,385914
2668645,аукционистом Импориго,4,385914
2668646,аукционисте Импориго,5,385914
2668647,аукционист Импориго,6,385914
2668648,аукционистки Экспордиры,1,385915
2668649,аукционистке Экспордире,2,385915
2668650,аукционистку Экспордиру,3,385915
2668651,аукционисткой Экспордирой,4,385915
2668652,аукционистке Экспордире,5,385915
2668653,аукционистка Экспордира,6,385915
2668654,бабочки-монарха из академии,1,385916
2668655,бабочке-монарху из академии,2,385916
2668656,бабочку-монарха из академии,3,385916
2668657,бабочкой-монархом из академии,4,385916
2668658,бабочке-монархе из академии,5,385916
2668659,бабочка-монарх из академии,6,385916
2668660,багрового древостука,1,385917
2668661,багровому древостуку,2,385917
2668662,багрового древостука,3,385917
2668663,багровым древостуком,4,385917
2668664,багровом древостуке,5,385917
2668665,багровый древостук,6,385917
2668666,Бакира,1,385918
2668667,Бакиру,2,385918
2668668,Бакира,3,385918
2668669,Бакиром,4,385918
2668670,Бакире,5,385918
2668671,Бакир,6,385918
2668672,Балгара,1,385919
2668673,Балгару,2,385919
2668674,Балгара,3,385919
2668675,Балгаром,4,385919
2668676,Балгаре,5,385919
2668677,Балгар,6,385919
2668678,Бань Ши,1,385920
2668679,Бань Ши,2,385920
2668680,Бань Ши,3,385920
2668681,Бань Ши,4,385920
2668682,Бань Ши,5,385920
2668683,Бань Ши,6,385920
2668684,барабана Рубинового Пира,1,385921
2668685,барабану Рубинового Пира,2,385921
2668686,барабан Рубинового Пира,3,385921
2668687,барабаном Рубинового Пира,4,385921
2668688,барабане Рубинового Пира,5,385921
2668689,барабан Рубинового Пира,6,385921
2668690,барона фон Крылокуса,1,385922
2668691,барону фон Крылокусу,2,385922
2668692,барона фон Крылокуса,3,385922
2668693,бароном фон Крылокусом,4,385922
2668694,бароне фон Крылокусе,5,385922
2668695,барон фон Крылокус,6,385922
2668696,бастиона Стальных холмов,1,385923
2668697,бастиону Стальных холмов,2,385923
2668698,бастион Стальных холмов,3,385923
2668699,бастионом Стальных холмов,4,385923
2668700,бастионе Стальных холмов,5,385923
2668701,бастион Стальных холмов,6,385923
2668702,бдительного дракона,1,385924
2668703,бдительному дракону,2,385924
2668704,бдительного дракона,3,385924
2668705,бдительным драконом,4,385924
2668706,бдительном драконе,5,385924
2668707,бдительный дракон,6,385924
2668708,бездельничающей исследовательницы,1,385925
2668709,бездельничающей исследовательнице,2,385925
2668710,бездельничающую исследовательницу,3,385925
2668711,бездельничающей исследовательницей,4,385925
2668712,бездельничающей исследовательнице,5,385925
2668713,бездельничающая исследовательница,6,385925
2668714,бездельничающего исследователя,1,385926
2668715,бездельничающему исследователю,2,385926
2668716,бездельничающего исследователя,3,385926
2668717,бездельничающим исследователем,4,385926
2668718,бездельничающем исследователе,5,385926
2668719,бездельничающий исследователь,6,385926
2668720,безумной беготни,1,385927
2668721,безумней беготне,2,385927
2668722,безумную беготню,3,385927
2668723,безумной беготней,4,385927
2668724,безумной беготне,5,385927
2668725,безумная беготня,6,385927
2668726,бей и лети,1,385928
2668727,бей и лети,2,385928
2668728,бей и лети,3,385928
2668729,бей и лети,4,385928
2668730,бей и лети,5,385928
2668731,бей и лети,6,385928
2668732,белки нагорья,1,385929
2668733,белке нагорья,2,385929
2668734,белку нагорья,3,385929
2668735,белкой нагорья,4,385929
2668736,белке нагорья,5,385929
2668737,белка нагорья,6,385929
2668738,берегового бобренка,1,385930
2668739,береговому бобренку,2,385930
2668740,берегового бобренка,3,385930
2668741,береговым бобренком,4,385930
2668742,береговом бобренке,5,385930
2668743,береговой бобренок,6,385930
2668744,берегового древозуба,1,385931
2668745,береговому древозубу,2,385931
2668746,берегового древозуба,3,385931
2668747,береговым древозубом,4,385931
2668748,береговом древозубе,5,385931
2668749,береговой древозуб,6,385931
2668750,берегового краба-бегуна,1,385932
2668751,береговому крабу-бегуну,2,385932
2668752,берегового краба-бегуна,3,385932
2668753,береговым крабом-бегуном,4,385932
2668754,береговом крабе-бегуне,5,385932
2668755,береговой краб-бегун,6,385932
2668756,Бериния,1,385933
2668757,Беринию,2,385933
2668758,Бериния,3,385933
2668759,Беринием,4,385933
2668760,Беринии,5,385933
2668761,Бериний,6,385933
2668762,Бивогосы,1,385934
2668763,Бивогосе,2,385934
2668764,Бивогосу,3,385934
2668765,Бивогосой,4,385934
2668766,Бивогосе,5,385934
2668767,Бивогоса,6,385934
2668768,битвы копий,1,385935
2668769,битве копий,2,385935
2668770,битву копий,3,385935
2668771,битвой копий,4,385935
2668772,битве копий,5,385935
2668773,битва копий,6,385935
2668774,"битвы копий, наступление клана Нокхуд",1,385936
2668775,"битве копий, наступление клана Нокхуд",2,385936
2668776,"битву копий, наступление клана Нокхуд",3,385936
2668777,"битвой копий, наступление клана Нокхуд",4,385936
2668778,"битве копий, наступление клана Нокхуд",5,385936
2668779,"битва копий, наступление клана Нокхуд",6,385936
2668780,благодатных ветров,1,385937
2668781,благодатным ветрам,2,385937
2668782,благодатные ветра,3,385937
2668783,благодатными ветрами,4,385937
2668784,благодатных ветрах,5,385937
2668785,благодатные ветра,6,385937
2668786,блюда Рубинового Пира,1,385938
2668787,блюду Рубинового Пира,2,385938
2668788,блюдо Рубинового Пира,3,385938
2668789,блюдом Рубинового Пира,4,385938
2668790,блюде Рубинового Пира,5,385938
2668791,блюдо Рубинового Пира,6,385938
2668792,бобренка,1,385939
2668793,бобренку,2,385939
2668794,бобренка,3,385939
2668795,бобренком,4,385939
2668796,бобренке,5,385939
2668797,бобренок,6,385939
2668798,боевого кузнеца из клана Нокхуд,1,385940
2668799,боевому кузнецу из клана Нокхуд,2,385940
2668800,боевого кузнеца из клана Нокхуд,3,385940
2668801,боевым кузнецом из клана Нокхуд,4,385940
2668802,боевом кузнеце из клана Нокхуд,5,385940
2668803,боевой кузнец из клана Нокхуд,6,385940
2668804,боевого охуна,1,385941
2668805,боевому охуну,2,385941
2668806,боевого охуна,3,385941
2668807,боевым охуном,4,385941
2668808,боевом охуне,5,385941
2668809,боевой охун,6,385941
2668810,боевого пса клана Нокхуд,1,385942
2668811,боевому псу клана Нокхуд,2,385942
2668812,боевого пса клана Нокхуд,3,385942
2668813,боевым псом клана Нокхуд,4,385942
2668814,боевом псе клана Нокхуд,5,385942
2668815,боевого пса клана Нокхуд,6,385942
2668816,боевого стража из клана Нокхуд,1,385943
2668817,боевому стражу из клана Нокхуд,2,385943
2668818,боевого стража из клана Нокхуд,3,385943
2668819,боевым стражем из клана Нокхуд,4,385943
2668820,боевом страже из клана Нокхуд,5,385943
2668821,боевой страж из клана Нокхуд,6,385943
2668822,божественного поцелуя Он'ары,1,385944
2668823,божественному поцелую Он'ары,2,385944
2668824,божественный поцелуй Он'ары,3,385944
2668825,божественным поцелуем Он'ары,4,385944
2668826,божественном поцелуе Он'ары,5,385944
2668827,божественный поцелуй Он'ары,6,385944
2668828,бойцовского пса клана Нокхуд,1,385945
2668829,бойцовскому псу клана Нокхуд,2,385945
2668830,бойцовского пса клана Нокхуд,3,385945
2668831,бойцовским псом клана Нокхуд,4,385945
2668832,бойцовском псе клана Нокхуд,5,385945
2668833,бойцовский пес клана Нокхуд,6,385945
2668834,Бракетзи,1,385946
2668835,Бракетзи,2,385946
2668836,Бракетзи,3,385946
2668837,Бракетзи,4,385946
2668838,Бракетзи,5,385946
2668839,Бракетзи,6,385946
2668840,Брейккаса,1,385947
2668841,Брейккасу,2,385947
2668842,Брейккаса,3,385947
2668843,Брейккасом,4,385947
2668844,Брейккасе,5,385947
2668845,Брейккас,6,385947
2668846,Бри'джо,1,385948
2668847,Бри'джо,2,385948
2668848,Бри'джо,3,385948
2668849,Бри'джо,4,385948
2668850,Бри'джо,5,385948
2668851,Бри'джо,6,385948
2668852,бродячего аргали,1,385949
2668853,бродячему аргали,2,385949
2668854,бродячего аргали,3,385949
2668855,бродячим аргали,4,385949
2668856,бродячем аргали,5,385949
2668857,бродячий аргали,6,385949
2668858,Бромития,1,385950
2668859,Бромитию,2,385950
2668860,Бромития,3,385950
2668861,Бромитием,4,385950
2668862,Бромитие,5,385950
2668863,Бромитий,6,385950
2668864,бронзового анклава,1,385951
2668865,бронзовому анклаву,2,385951
2668866,бронзовый анклав,3,385951
2668867,бронзовым анклавом,4,385951
2668868,бронзовом анклаве,5,385951
2668869,бронзовый анклав,6,385951
2668870,бронзового дракончика,1,385952
2668871,бронзовому дракончику,2,385952
2668872,бронзового дракончика,3,385952
2668873,бронзовым дракончиком,4,385952
2668874,бронзовом дракончике,5,385952
2668875,бронзовый дракончик,6,385952
2668876,бронзового ездового протодракона,1,385953
2668877,бронзовому ездовому протодракону,2,385953
2668878,бронзового ездового протодракона,3,385953
2668879,бронзовым ездовым протодраконом,4,385953
2668880,бронзовом ездовом протодраконе,5,385953
2668881,бронзовый ездовой протодракон,6,385953
2668882,бронзового часового,1,385954
2668883,бронзовому часовому,2,385954
2668884,бронзового часового,3,385954
2668885,бронзовым часовым,4,385954
2668886,бронзовом часовом,5,385954
2668887,бронзовый часовой,6,385954
2668888,бронированного величественного ворквина,1,385955
2668889,бронированному величественному ворквину,2,385955
2668890,бронированного величественного ворквина,3,385955
2668891,бронированным величественным ворквином,4,385955
2668892,бронированном величественном ворквине,5,385955
2668893,бронированный величественный ворквин,6,385955
2668894,бронированного силового ворквина,1,385956
2668895,бронированному силовому ворквину,2,385956
2668896,бронированного силового ворквина,3,385956
2668897,бронированным силовым ворквином,4,385956
2668898,бронированном силовом ворквине,5,385956
2668899,бронированный силовой ворквин,6,385956
2668900,бронированного стремительного ворквина,1,385957
2668901,бронированному стремительному ворквину,2,385957
2668902,бронированного стремительного ворквина,3,385957
2668903,бронированным стремительным ворквином,4,385957
2668904,бронированном стремительном ворквине,5,385957
2668905,бронированный стремительный ворквин,6,385957
2668906,брони для известных,1,385958
2668907,броне для известных,2,385958
2668908,броню для известных,3,385958
2668909,броней для известных,4,385958
2668910,броне для известных,5,385958
2668911,броня для известных,6,385958
2668912,броска в воздушные ворота,1,385959
2668913,броску в воздушные ворота,2,385959
2668914,бросок в воздушные ворота,3,385959
2668915,броском в воздушные ворота,4,385959
2668916,броске в воздушные ворота,5,385959
2668917,бросок в воздушные ворота,6,385959
2668918,броска в огненные ворота,1,385960
2668919,броску в огненные ворота,2,385960
2668920,бросок в огненные ворота,3,385960
2668921,броском в огненные ворота,4,385960
2668922,броске в огненные ворота,5,385960
2668923,бросок в огненные ворота,6,385960
2668930,будущего воинов стихий,1,385962
2668931,будущему воинов стихий,2,385962
2668932,будущее воинов стихий,3,385962
2668933,будущим воинов стихий,4,385962
2668934,будущем воинов стихий,5,385962
2668935,будущее воинов стихий,6,385962
2668936,будущего пиршества,1,385963
2668937,будущему пиршеству,2,385963
2668938,будущее пиршество,3,385963
2668939,будущим пиршеством,4,385963
2668940,будущем пиршестве,5,385963
2668941,будущее пиршество,6,385963
2668942,буйного порыва,1,385964
2668943,буйному порыву,2,385964
2668944,буйный порыв,3,385964
2668945,буйным порывом,4,385964
2668946,буйном порыве,5,385964
2668947,буйный порыв,6,385964
2668948,бурошкура-глашатая,1,385965
2668949,бурошкуру-глашатаю,2,385965
2668950,бурошкура-глашатая,3,385965
2668951,бурошкуром-глашатаем,4,385965
2668952,бурошкуре-глашатае,5,385965
2668953,бурошкур-глашатай,6,385965
2668954,бурошкура-зрителя,1,385966
2668955,бурошкуру-зрителю,2,385966
2668956,бурошкура-зрителя,3,385966
2668957,бурошкуром-зрителем,4,385966
2668958,бурошкуре-зрителе,5,385966
2668959,бурошкур-зритель,6,385966
2668960,бурошкура-зрительницы,1,385967
2668961,бурошкуру-зрительнице,2,385967
2668962,бурошкура-зрительницу,3,385967
2668963,бурошкуром-зрительницей,4,385967
2668964,бурошкуре-зрительнице,5,385967
2668965,бурошкур-зрительница,6,385967
2668966,бурошкура-копателя,1,385968
2668967,бурошкуру-копателю,2,385968
2668968,бурошкура-копателя,3,385968
2668969,бурошкуром-копателем,4,385968
2668970,бурошкуре-копателе,5,385968
2668971,бурошкур-копатель,6,385968
2668972,бурошкура-копательницы,1,385969
2668973,бурошкуру-копательнице,2,385969
2668974,бурошкура-копательницу,3,385969
2668975,бурошкуром-копательницей,4,385969
2668976,бурошкуре-копательнице,5,385969
2668977,бурошкур-копательница,6,385969
2668978,бурошкура-хулигана,1,385970
2668979,бурошкуру-хулигану,2,385970
2668980,бурошкура-хулигана,3,385970
2668981,бурошкуром-хулиганом,4,385970
2668982,бурошкуре-хулигане,5,385970
2668983,бурошкур-хулиган,6,385970
2668984,бурого боевого выдрека,1,385971
2668985,бурому боевому выдреку,2,385971
2668986,бурого боевого выдрека,3,385971
2668987,бурым боевым выдреком,4,385971
2668988,буром боевом выдреке,5,385971
2668989,бурый боевой выдрек,6,385971
2668990,бухты Крылатого Приюта,1,385972
2668991,бухте Крылатого Приюта,2,385972
2668992,бухту Крылатого Приюта,3,385972
2668993,бухтой Крылатого Приюта,4,385972
2668994,бухте Крылатого Приюта,5,385972
2668995,бухта Крылатого Приюта,6,385972
2668996,бьющейся тилапии,1,385973
2668997,бьющейся тилапии,2,385973
2668998,бьющуюся тилапию,3,385973
2668999,бьющейся тилапией,4,385973
2669000,бьющейся тилапии,5,385973
2669001,бьющаяся тилапия,6,385973
2669002,Вашенгту,1,385974
2669003,Вашенгту,2,385974
2669004,Вашенгту,3,385974
2669005,Вашенгту,4,385974
2669006,Вашенгту,5,385974
2669007,Вашенгту,6,385974
2669008,ваятеля земли из карьера,1,385975
2669009,ваятелю земли из карьера,2,385975
2669010,ваятеля земли из карьера,3,385975
2669011,ваятелем земли из карьера,4,385975
2669012,ваятеле земли из карьера,5,385975
2669013,ваятель земли из карьера,6,385975
2669014,ваятельницы земли из карьера,1,385976
2669015,ваятельнице земли из карьера,2,385976
2669016,ваятельницу земли из карьера,3,385976
2669017,ваятельницей земли из карьера,4,385976
2669018,ваятельнице земли из карьера,5,385976
2669019,ваятельница земли из карьера,6,385976
2669020,Вермеры,1,385977
2669021,Вермере,2,385977
2669022,Вермеру,3,385977
2669023,Вермерой,4,385977
2669024,Вермере,5,385977
2669025,Вермера,6,385977
2669026,верхних Морозных земель,1,385978
2669027,верхним Морозным землям,2,385978
2669028,верхние Морозные земли,3,385978
2669029,верхними Морозными землям,4,385978
2669030,верхних Морозных землях,5,385978
2669031,верхние Морозные земли,6,385978
2669032,верховной чаротворицы Ривати,1,385979
2669033,верховной чаротворице Ривати,2,385979
2669034,верховную чаротворицу Ривати,3,385979
2669035,верховной чаротворицей Ривати,4,385979
2669036,верховной чаротворицей Ривати,5,385979
2669037,верховная чаротворица Ривати,6,385979
2669038,вершинного отшельника,1,385980
2669039,вершинному отшельнику,2,385980
2669040,вершинного отшельника,3,385980
2669041,вершинным отшельником,4,385980
2669042,вершинном отшельнике,5,385980
2669043,вершинный отшельник,6,385980
2669044,ветряной шишки,1,385981
2669045,ветряной шишке,2,385981
2669046,ветряную шишку,3,385981
2669047,ветряной шишкой,4,385981
2669048,ветряной шишке,5,385981
2669049,ветряная шишка,6,385981
2669050,Вираника,1,385982
2669051,Виранику,2,385982
2669052,Вираника,3,385982
2669053,Вираником,4,385982
2669054,Виранике,5,385982
2669055,Вираник,6,385982
2669056,вихря инея,1,385983
2669057,вихрю инея,2,385983
2669058,вихрь инея,3,385983
2669059,вихрем инея,4,385983
2669060,вихре инея,5,385983
2669061,вихрь инея,6,385983
2669062,вожделения Мрачной Жатвы,1,385984
2669063,вожделению Мрачной Жатвы,2,385984
2669064,вожделение Мрачной Жатвы,3,385984
2669065,вожделением Мрачной Жатвы,4,385984
2669066,вожделении Мрачной Жатвы,5,385984
2669067,вожделение Мрачной Жатвы,6,385984
2669068,воина Айаанг,1,385985
2669069,воину Айаанг,2,385985
2669070,воина Айаанг,3,385985
2669071,воином Айаанг,4,385985
2669072,воине Айаанг,5,385985
2669073,воин Айаанг,6,385985
2669074,воина бури,1,385986
2669075,воину бури,2,385986
2669076,воина бури,3,385986
2669077,воином бури,4,385986
2669078,воине бури,5,385986
2669079,воин бури,6,385986
2669080,воина земли – разбивателя осколков,1,385987
2669081,воину земли – разбивателю осколков,2,385987
2669082,воина земли – разбивателя осколков,3,385987
2669083,воином земли – разбивателем осколков,4,385987
2669084,воине земли – разбивателе осколков,5,385987
2669085,воин земли – разбиватель осколков,6,385987
2669086,воина земли – разбивательницы осколков,1,385988
2669087,воину земли – разбивательнице осколков,2,385988
2669088,воина земли – разбивательницу осколков,3,385988
2669089,воином земли – разбивательницей осколков,4,385988
2669090,воине земли – разбивательнице осколков,5,385988
2669091,воин земли – разбивательница осколков,6,385988
2669092,воина из совета стихий,1,385989
2669093,воину из совета стихий,2,385989
2669094,воина из совета стихий,3,385989
2669095,воином из совета стихий,4,385989
2669096,воине из совета стихий,5,385989
2669097,воин из совета стихий,6,385989
2669098,воина стихий – буретворца,1,385990
2669099,воину стихий – буретворцу,2,385990
2669100,воина стихий – буретворца,3,385990
2669101,воином стихий – буретворцем,4,385990
2669102,воине стихий – буретворце,5,385990
2669103,воин стихий – буретворец,6,385990
2669104,воина стихий – буретворицу,1,385991
2669105,воину стихий – буретворице,2,385991
2669106,воина стихий – буретворицу,3,385991
2669107,воином стихий – буретворицей,4,385991
2669108,воине стихий – буретворице,5,385991
2669109,воин стихий – буретворица,6,385991
2669110,воина стихий – заклинательницы пламени,1,385992
2669111,воину стихий – заклинательнице пламени,2,385992
2669112,воина стихий – заклинательницу пламени,3,385992
2669113,воином стихий – заклинательницей пламени,4,385992
2669114,воине стихий – заклинательнице пламени,5,385992
2669115,воин стихий – заклинательница пламени,6,385992
2669116,воина стихий – землетряса,1,385993
2669117,воину стихий – землетрясу,2,385993
2669118,воина стихий – землетряса,3,385993
2669119,воином стихий – землетрясом,4,385993
2669120,воине стихий – землетрясе,5,385993
2669121,воин стихий – землетряс,6,385993
2669122,воина стихий – ледострела,1,385994
2669123,воину стихий – ледострелу,2,385994
2669124,воина стихий – ледострела,3,385994
2669125,воином стихий – ледострелом,4,385994
2669126,воине стихий – ледостреле,5,385994
2669127,воин стихий – ледострел,6,385994
2669128,воина стихий – насыщательницы,1,385995
2669129,воину стихий – насыщательнице,2,385995
2669130,воина стихий – насыщательницу,3,385995
2669131,воином стихий – насыщательницей,4,385995
2669132,воине стихий – насыщательнице,5,385995
2669133,воин стихий – насыщательница,6,385995
2669134,воина стихий - пламестража,1,385996
2669135,воину стихий - пламестражу,2,385996
2669136,воина стихий - пламестража,3,385996
2669137,воином стихий - пламестражем,4,385996
2669138,воине стихий - пламестраже,5,385996
2669139,воин стихий - пламестраж,6,385996
2669140,воина стихий – породителя потопа,1,385997
2669141,воину стихий – породителю потопа,2,385997
2669142,воина стихий – породителя потопа,3,385997
2669143,воином стихий – породителем потопа,4,385997
2669144,воине стихий – породителе потопа,5,385997
2669145,воин стихий – породитель потопа,6,385997
2669146,воина стихий – породительницы потопа,1,385998
2669147,воину стихий – породительнице потопа,2,385998
2669148,воина стихий – породительницу потопа,3,385998
2669149,воином стихий – породительницей потопа,4,385998
2669150,воине стихий – породительнице потопа,5,385998
2669151,воин стихий – породительница потопа,6,385998
2669152,воина стихий – разбивателя волн,1,385999
2669153,воину стихий – разбивателю волн,2,385999
2669154,воина стихий – разбивателя волн,3,385999
2669155,воином стихий – разбивателем волн,4,385999
2669156,воине стихий – разбивателе волн,5,385999
2669157,воин стихий – разбиватель волн,6,385999
2669158,воина стихий – разбивательницы волн,1,386000
2669159,воину стихий – разбивательнице волн,2,386000
2669160,воина стихий – разбивательницу волн,3,386000
2669161,воином стихий – разбивательницей волн,4,386000
2669162,воине стихий – разбивательнице волн,5,386000
2669163,воин стихий – разбивательница волн,6,386000
2669164,воина стихий - хранителя земли,1,386001
2669165,воину стихий - хранителю земли,2,386001
2669166,воина стихий - хранителя земли,3,386001
2669167,воином стихий - хранителем земли,4,386001
2669168,воине стихий - хранителе земли,5,386001
2669169,воин стихий - хранитель земли,6,386001
2669170,воина стихий – чародейки,1,386002
2669171,воину стихий – чародейке,2,386002
2669172,воина стихий – чародейку,3,386002
2669173,воином стихий – чародейкой,4,386002
2669174,воине стихий – чародейке,5,386002
2669175,воин стихий – чародейка,6,386002
2669176,воина стихий - штурмовика,1,386003
2669177,воину стихий - штурмовику,2,386003
2669178,воина стихий - штурмовика,3,386003
2669179,воином стихий - штурмовиком,4,386003
2669180,воине стихий - штурмовике,5,386003
2669181,воин стихий - штурмовик,6,386003
2669182,воина стихий – электроткача,1,386004
2669183,воину стихий – электроткачу,2,386004
2669184,воина стихий – электроткача,3,386004
2669185,воином стихий – электроткачом,4,386004
2669186,воине стихий – электроткаче,5,386004
2669187,воин стихий – электроткач,6,386004
2669188,воина стихий – электроткачихи,1,386005
2669189,воину стихий – электроткачихе,2,386005
2669190,воина стихий – электроткачиху,3,386005
2669191,воином стихий – электроткачихой,4,386005
2669192,воине стихий – электроткачихе,5,386005
2669193,воин стихий – электроткачиха,6,386005
2669194,воина стихий-геоманта,1,386006
2669195,воину стихий-геоманту,2,386006
2669196,воина стихий-геоманта,3,386006
2669197,воином стихий-геомантом,4,386006
2669198,воине стихий-геоманте,5,386006
2669199,воин стихий-геомант,6,386006
2669200,воителя Эн'галада,1,386007
2669201,воителю Эн'галаду,2,386007
2669202,воителя Эн'галада,3,386007
2669203,воителем Эн'галадом,4,386007
2669204,воителе Эн'галаде,5,386007
2669205,воитель Эн'галад,6,386007
2669206,Вораксиана,1,386008
2669207,Вораксиану,2,386008
2669208,Вораксиана,3,386008
2669209,Вораксианом,4,386008
2669210,Вораксиане,5,386008
2669211,Вораксиан,6,386008
2669212,ворквина-страж,1,386009
2669213,ворквину-стражу,2,386009
2669214,ворквина-стража,3,386009
2669215,ворквином-стражем,4,386009
2669216,ворквине-страже,5,386009
2669217,ворквин-страж,6,386009
2669218,восставшего бакара,1,386010
2669219,восставшему бакару,2,386010
2669220,восставшего бакара,3,386010
2669221,восставшим бакаром,4,386010
2669222,восставшем бакаре,5,386010
2669223,восставший бакар,6,386010
2669224,восторженной поклонницы,1,386011
2669225,восторженной поклоннице,2,386011
2669226,восторженную поклонницу,3,386011
2669227,восторженной поклонницей,4,386011
2669228,восторженной поклоннице,5,386011
2669229,восторженная поклонница,6,386011
2669230,восторженного поклонника,1,386012
2669231,восторженному поклоннику,2,386012
